latitude, longitude, name, thumbnail,  url, desc
"55.350440153852105" ,"8.47238707356155"  ,,,,"Start"
"55.350440153852105" ,"8.472386822104454" ,,,,
"55.35048474557698"  ,"8.472387995570898" ,,,,
"55.35055875778198"  ,"8.472310043871403" ,,,,
"55.350623382255435" ,"8.472334183752537" ,,,,
"55.350709799677134" ,"8.472587233409286" ,,,,
"55.35077375359833"  ,"8.472707932814956" ,,,,
"55.35075246356428"  ,"8.47265143878758"  ,,,,
"55.35074567422271"  ,"8.472632998600602" ,,,,
"55.35073829814792"  ,"8.472611624747515" ,,,,
"55.350731341168284" ,"8.472588993608952" ,,,,
"55.35071851685643"  ,"8.472555968910456" ,,,,
"55.350711392238736" ,"8.472540965303779" ,,,,
"55.350685995072126" ,"8.472439460456371" ,,,,
"55.3506613522768"   ,"8.472396293655038" ,,,,
"55.35065246745944"  ,"8.472383553162217" ,,,,
"55.3505939617753"   ,"8.472342817112803" ,,,,
"55.35049329511821"  ,"8.472574660554528" ,,,,
"55.35048156045377"  ,"8.473014291375875" ,,,,
"55.35047745332122"  ,"8.4735051356256"   ,,,,
"55.35053235478699"  ,"8.473958345130086" ,,,,
"55.350615587085485" ,"8.474166132509708" ,,,,
"55.35061198286712"  ,"8.474185494706035" ,,,,
"55.350601924583316" ,"8.474220028147101" ,,,,
"55.35058214329183"  ,"8.47426537424326"  ,,,,
"55.3505786228925"   ,"8.474282221868634" ,,,,
"55.35057384520769"  ,"8.47430108115077"  ,,,,
"55.350568145513535" ,"8.474318431690335" ,,,,
"55.3505611885339"   ,"8.474336452782154" ,,,,
"55.350553058087826" ,"8.47435338422656"  ,,,,
"55.35054484382272"  ,"8.474371489137411" ,,,,
"55.35053771920502"  ,"8.474392192438245" ,,,,
"55.35053277388215"  ,"8.474410632625222" ,,,,
"55.35052925348282"  ,"8.474428737536073" ,,,,
"55.35052539780736"  ,"8.474447345361114" ,,"https://sarkynde.github.io/kort/DSCF0032thumb.JPG" , "https://sarkynde.github.io/kort/DSCF0032.JPG",
"55.3505199495703"   ,"8.474465450271964" ,,,,
"55.350514920428395" ,"8.47448623739183"  ,,,,
"55.35050972364843"  ,"8.474509539082646" ,,"https://sarkynde.github.io/kort/DSCF0023thumb.JPG" , "https://sarkynde.github.io/kort/DSCF0023.JPG",
"55.35042196512222"  ,"8.474944895133376" ,,,,
"55.350502179935575" ,"8.475264748558402" ,,,,
"55.35050628706813"  ,"8.475283943116665" ,,,,
"55.350505616515875" ,"8.475303472951055" ,,,,
"55.35045004449785"  ,"8.47571276128292"  ,,,,
"55.35034476779401"  ,"8.476129593327641" ,,,,
"55.35032079555094"  ,"8.47623168490827"  ,,,,
"55.35031149163842"  ,"8.47630494274199"  ,,,,
"55.35030294209719"  ,"8.476325646042824" ,,,,
"55.35029464401305"  ,"8.476346516981721" ,,,,
"55.35028902813792"  ,"8.476367723196745" ,,,,
